Quarter Ending ,HSCTrust,Specialty,Programme of Care,0 - 6 weeks,> 6 - 13 weeks,> 13 - 21 weeks,> 21 - 26 weeks,> 26 weeks,>26-52 weeks,>52 weeks,> 26-30 weeks,> 30 weeks,>30-36 weeks,> 26 - 36 weeks,> 36 weeks,Total,,
31-Dec-2013,South Eastern,Neurology,Acute Services,1,0,0,0,--,,,0,0,--,--,--,1,,
31-Dec-2013,South Eastern,Paediatrics,Acute Services,2,1,0,0,--,,,0,0,--,--,--,3,,
31-Dec-2013,South Eastern,Geriatric Medicine,Elderly Care,11,0,0,0,--,,,0,0,--,--,--,11,,
31-Dec-2013,South Eastern,Gynaecology,Acute Services,145,129,89,50,--,,,21,8,--,--,--,442,,
31-Dec-2013,South Eastern,Clinical Oncology,Acute Services,12,1,0,0,--,,,0,0,--,--,--,13,,
31-Dec-2013,Southern,General Surgery,Acute Services,971,639,341,109,--,,,1,0,--,--,--,"2,061",,
31-Dec-2013,Southern,Urology,Acute Services,276,224,172,92,--,,,44,149,--,--,--,957,,
31-Dec-2013,Southern,T & O Surgery,Acute Services,218,278,200,45,--,,,0,0,--,--,--,741,,
31-Dec-2013,Southern,ENT,Acute Services,301,296,112,0,--,,,0,0,--,--,--,709,,
31-Dec-2013,Southern,Ophthalmology,Acute Services,92,53,1,0,--,,,0,0,--,--,--,146,,
31-Dec-2013,Southern,Oral Surgery,Acute Services,20,20,9,0,--,,,1,3,--,--,--,53,,
31-Dec-2013,Southern,Pain Management,Acute Services,76,113,133,24,--,,,0,0,--,--,--,346,,
31-Dec-2013,Southern,General Medicine,Acute Services,8,3,0,0,--,,,0,0,--,--,--,11,,
31-Dec-2013,Southern,Gastroenterology,Acute Services,273,101,2,1,--,,,1,0,--,--,--,378,,
31-Dec-2013,Southern,Haematology (Clinical),Acute Services,10,1,0,0,--,,,0,0,--,--,--,11,,
31-Dec-2013,Southern,Cardiology,Acute Services,147,72,53,9,--,,,9,11,--,--,--,301,,
31-Dec-2013,Southern,Dermatology,Acute Services,122,40,0,0,--,,,0,0,--,--,--,162,,
31-Dec-2013,Southern,Thoracic Medicine,Acute Services,9,0,0,0,--,,,0,0,--,--,--,9,,
31-Dec-2013,Southern,Neurology,Acute Services,5,2,0,0,--,,,0,0,--,--,--,7,,
31-Dec-2013,Southern,Rheumatology,Acute Services,170,168,89,11,--,,,1,0,--,--,--,439,,
31-Dec-2013,Southern,Gynaecology,Acute Services,251,213,70,4,--,,,0,0,--,--,--,538,,
31-Dec-2013,Southern,GP Other,Acute Services,104,20,3,0,--,,,0,0,--,--,--,127,,
31-Dec-2013,Southern,Clinical Oncology,Acute Services,4,2,0,0,--,,,0,0,--,--,--,6,,
31-Dec-2013,Southern,Other,Acute Services,101,98,0,0,--,,,0,0,--,--,--,199,,
31-Dec-2013,Western,General Surgery,Acute Services,624,482,449,165,--,,,110,209,--,--,--,"2,039",,
31-Dec-2013,Western,Urology,Acute Services,235,123,35,10,--,,,2,1,--,--,--,406,,
31-Dec-2013,Western,T & O Surgery,Acute Services,451,449,329,132,--,,,125,340,--,--,--,"1,826",,
31-Dec-2013,Western,ENT,Acute Services,255,264,150,76,--,,,41,26,--,--,--,812,,
31-Dec-2013,Western,Ophthalmology,Acute Services,474,346,71,11,--,,,2,3,--,--,--,907,,
31-Dec-2013,Western,Oral Surgery,Acute Services,142,100,57,9,--,,,3,5,--,--,--,316,,
31-Dec-2013,Western,Pain Management,Acute Services,64,116,75,22,--,,,0,0,--,--,--,277,,
31-Dec-2013,Western,General Medicine,Acute Services,794,88,6,0,--,,,0,0,--,--,--,888,,
31-Dec-2013,Western,Cardiology,Acute Services,54,12,0,0,--,,,0,0,--,--,--,66,,
31-Dec-2013,Western,Paediatrics,Acute Services,0,1,0,0,--,,,0,0,--,--,--,1,,
31-Dec-2013,Western,Gynaecology,Acute Services,271,228,113,45,--,,,18,22,--,--,--,697,,
31-Dec-2013,Western,GP Other,Acute Services,88,29,0,0,--,,,0,0,--,--,--,117,,
31-Mar-2014,Belfast,General Surgery,Acute Services,815,694,487,282,--,,,151,534,--,--,--,"2,963",,
31-Mar-2014,Belfast,Urology,Acute Services,701,325,407,161,--,,,133,590,--,--,--,"2,317",,
31-Mar-2014,Belfast,T & O Surgery,Acute Services,"1,260","2,257","2,168","1,191",--,,,282,419,--,--,--,"7,577",,
31-Mar-2014,Belfast,ENT,Acute Services,418,366,401,198,--,,,149,264,--,--,--,"1,796",,
31-Mar-2014,Belfast,Ophthalmology,Acute Services,909,846,650,184,--,,,44,31,--,--,--,"2,664",,
31-Mar-2014,Belfast,Oral Surgery,Acute Services,26,47,27,0,--,,,0,0,--,--,--,100,,
31-Mar-2014,Belfast,Restorative Dentistry,Acute Services,34,15,3,1,--,,,0,0,--,--,--,53,,
31-Mar-2014,Belfast,Paediatric Dentistry,Acute Services,43,25,8,3,--,,,0,1,--,--,--,80,,
31-Mar-2014,Belfast,Neurosurgery,Acute Services,64,77,47,29,--,,,15,11,--,--,--,243,,
31-Mar-2014,Belfast,Plastic Surgery,Acute Services,90,82,81,37,--,,,40,72,--,--,--,402,,
31-Mar-2014,Belfast,Cardiac Surgery,Acute Services,137,113,85,22,--,,,3,3,--,--,--,363,,
31-Mar-2014,Belfast,Paediatric Surgery,Acute Services,79,91,103,78,--,,,42,41,--,--,--,434,,
31-Mar-2014,Belfast,Thoracic Surgery,Acute Services,35,16,23,1,--,,,0,0,--,--,--,75,,
31-Mar-2014,Belfast,Pain Management,Acute Services,138,218,193,93,--,,,66,156,--,--,--,864,,
31-Mar-2014,Belfast,General Medicine,Acute Services,4,3,3,0,--,,,0,0,--,--,--,10,,
31-Mar-2014,Belfast,Gastroenterology,Acute Services,713,756,42,7,--,,,0,1,--,--,--,"1,519",,
31-Mar-2014,Belfast,Endocrinology,Acute Services,28,14,0,0,--,,,0,0,--,--,--,42,,
31-Mar-2014,Belfast,Rehabilitation,Acute Services,0,0,0,0,--,,,0,1,--,--,--,1,,
31-Mar-2014,Belfast,Cardiology,Acute Services,301,164,78,48,--,,,19,65,--,--,--,675,,
31-Mar-2014,Belfast,Dermatology,Acute Services,39,28,4,6,--,,,0,0,--,--,--,77,,
31-Mar-2014,Belfast,Thoracic Medicine,Acute Services,8,4,3,0,--,,,0,0,--,--,--,15,,
31-Mar-2014,Belfast,Nephrology,Acute Services,24,12,0,0,--,,,0,0,--,--,--,36,,
31-Mar-2014,Belfast,Neurology,Acute Services,32,23,1,0,--,,,0,1,--,--,--,57,,
31-Mar-2014,Belfast,Rheumatology,Acute Services,10,13,3,10,--,,,5,7,--,--,--,48,,
31-Mar-2014,Belfast,Paediatrics,Acute Services,52,21,2,0,--,,,0,4,--,--,--,79,,
31-Mar-2014,Belfast,Gynaecology,Acute Services,310,329,252,116,--,,,42,94,--,--,--,"1,143",,
31-Mar-2014,Belfast,GP Other,Acute Services,11,0,0,0,--,,,0,0,--,--,--,11,,
31-Mar-2014,Belfast,Child & Adolescent Psychiatry,Mental Health,2,1,0,0,--,,,0,0,--,--,--,3,,
31-Mar-2014,Belfast,Radiology,Acute Services,15,10,4,0,--,,,0,0,--,--,--,29,,
31-Mar-2014,Northern,General Surgery,Acute Services,"1,034",517,187,48,--,,,0,1,--,--,--,"1,787",,
31-Mar-2014,Northern,Urology,Acute Services,359,195,100,52,--,,,46,130,--,--,--,882,,
31-Mar-2014,Northern,ENT,Acute Services,264,121,38,5,--,,,0,0,--,--,--,428,,
31-Mar-2014,Northern,Ophthalmology,Acute Services,31,49,4,3,--,,,0,0,--,--,--,87,,
31-Mar-2014,Northern,Oral Surgery,Acute Services,6,3,0,0,--,,,1,1,--,--,--,11,,
31-Mar-2014,Northern,Pain Management,Acute Services,129,14,0,0,--,,,0,0,--,--,--,143,,
31-Mar-2014,Northern,General Medicine,Acute Services,6,3,0,0,--,,,0,0,--,--,--,9,,
31-Mar-2014,Northern,Gastroenterology,Acute Services,858,363,0,0,--,,,0,0,--,--,--,"1,221",,
31-Mar-2014,Northern,Cardiology,Acute Services,81,63,0,0,--,,,0,0,--,--,--,144,,
31-Mar-2014,Northern,Dermatology,Acute Services,58,28,0,0,--,,,0,0,--,--,--,86,,
31-Mar-2014,Northern,Thoracic Medicine,Acute Services,22,1,0,0,--,,,0,0,--,--,--,23,,
31-Mar-2014,Northern,Gynaecology,Acute Services,311,332,180,77,--,,,2,4,--,--,--,906,,
31-Mar-2014,Northern,GP Other,Acute Services,135,107,9,0,--,,,0,0,--,--,--,251,,
31-Mar-2014,South Eastern,General Surgery,Acute Services,740,337,161,44,--,,,18,8,--,--,--,"1,308",,
31-Mar-2014,South Eastern,Urology,Acute Services,285,225,99,35,--,,,14,20,--,--,--,678,,
31-Mar-2014,South Eastern,T & O Surgery,Acute Services,23,6,0,0,--,,,0,0,--,--,--,29,,
31-Mar-2014,South Eastern,ENT,Acute Services,98,50,0,0,--,,,0,0,--,--,--,148,,
31-Mar-2014,South Eastern,Ophthalmology,Acute Services,129,177,30,0,--,,,0,0,--,--,--,336,,
31-Mar-2014,South Eastern,Oral Surgery,Acute Services,51,19,21,2,--,,,2,0,--,--,--,95,,
31-Mar-2014,South Eastern,Plastic Surgery,Acute Services,197,130,33,9,--,,,4,6,--,--,--,379,,
31-Mar-2014,South Eastern,Paediatric Surgery,Acute Services,16,28,12,2,--,,,0,0,--,--,--,58,,
31-Mar-2014,South Eastern,Pain Management,Acute Services,48,33,0,0,--,,,0,0,--,--,--,81,,
31-Mar-2014,South Eastern,General Medicine,Acute Services,450,102,0,0,--,,,0,0,--,--,--,552,,
31-Mar-2014,South Eastern,Gastroenterology,Acute Services,25,1,0,0,--,,,0,0,--,--,--,26,,
31-Mar-2014,South Eastern,Haematology (Clinical),Acute Services,1,1,0,0,--,,,0,0,--,--,--,2,,
31-Mar-2014,South Eastern,Cardiology,Acute Services,106,22,0,0,--,,,0,0,--,--,--,128,,
31-Mar-2014,South Eastern,Dermatology,Acute Services,79,41,0,0,--,,,0,0,--,--,--,120,,
31-Mar-2014,South Eastern,Nephrology,Acute Services,1,0,0,0,--,,,0,0,--,--,--,1,,
31-Mar-2014,South Eastern,Paediatrics,Acute Services,5,0,0,0,--,,,0,0,--,--,--,5,,
31-Mar-2014,South Eastern,Geriatric Medicine,Elderly Care,18,1,0,0,--,,,0,0,--,--,--,19,,
31-Mar-2014,South Eastern,Gynaecology,Acute Services,218,115,63,32,--,,,3,3,--,--,--,434,,
31-Mar-2014,South Eastern,Clinical Oncology,Acute Services,4,0,0,0,--,,,0,0,--,--,--,4,,
31-Mar-2014,Southern,General Surgery,Acute Services,857,703,347,151,--,,,0,0,--,--,--,"2,058",,
31-Mar-2014,Southern,Urology,Acute Services,286,269,174,69,--,,,40,211,--,--,--,"1,049",,
31-Mar-2014,Southern,T & O Surgery,Acute Services,230,262,242,80,--,,,0,0,--,--,--,814,,
31-Mar-2014,Southern,ENT,Acute Services,355,266,112,1,--,,,0,0,--,--,--,734,,
31-Mar-2014,Southern,Ophthalmology,Acute Services,175,83,0,0,--,,,0,0,--,--,--,258,,
31-Mar-2014,Southern,Oral Surgery,Acute Services,15,18,19,4,--,,,0,2,--,--,--,58,,
31-Mar-2014,Southern,Pain Management,Acute Services,57,109,124,56,--,,,0,0,--,--,--,346,,
31-Mar-2014,Southern,General Medicine,Acute Services,12,2,0,0,--,,,0,0,--,--,--,14,,
31-Mar-2014,Southern,Gastroenterology,Acute Services,325,86,0,0,--,,,0,0,--,--,--,411,,
31-Mar-2014,Southern,Haematology (Clinical),Acute Services,18,0,0,0,--,,,0,0,--,--,--,18,,
31-Mar-2014,Southern,Cardiology,Acute Services,187,58,0,0,--,,,0,0,--,--,--,245,,
31-Mar-2014,Southern,Dermatology,Acute Services,111,103,0,0,--,,,0,0,--,--,--,214,,
31-Mar-2014,Southern,Thoracic Medicine,Acute Services,8,0,0,0,--,,,0,0,--,--,--,8,,
31-Mar-2014,Southern,Medical Oncology,Acute Services,1,0,0,0,--,,,0,0,--,--,--,1,,
31-Mar-2014,Southern,Neurology,Acute Services,1,0,0,0,--,,,0,0,--,--,--,1,,
31-Mar-2014,Southern,Rheumatology,Acute Services,191,124,89,35,--,,,0,0,--,--,--,439,,
31-Mar-2014,Southern,Gynaecology,Acute Services,266,171,88,5,--,,,0,0,--,--,--,530,,
31-Mar-2014,Southern,GP Other,Acute Services,57,12,6,0,--,,,0,0,--,--,--,75,,
31-Mar-2014,Southern,Clinical Oncology,Acute Services,19,0,0,0,--,,,0,0,--,--,--,19,,
31-Mar-2014,Southern,Other,Acute Services,165,90,0,0,--,,,0,0,--,--,--,255,,
31-Mar-2014,Western,General Surgery,Acute Services,749,468,389,152,--,,,90,126,--,--,--,"1,974",,
31-Mar-2014,Western,Urology,Acute Services,200,97,0,0,--,,,0,0,--,--,--,297,,
31-Mar-2014,Western,T & O Surgery,Acute Services,367,501,363,208,--,,,56,238,--,--,--,"1,733",,
31-Mar-2014,Western,ENT,Acute Services,227,204,179,65,--,,,0,0,--,--,--,675,,
31-Mar-2014,Western,Ophthalmology,Acute Services,428,310,39,0,--,,,0,0,--,--,--,777,,
31-Mar-2014,Western,Oral Surgery,Acute Services,105,46,10,5,--,,,0,0,--,--,--,166,,
31-Mar-2014,Western,Pain Management,Acute Services,116,82,27,0,--,,,0,0,--,--,--,225,,
31-Mar-2014,Western,General Medicine,Acute Services,881,112,0,0,--,,,0,0,--,--,--,993,,
31-Mar-2014,Western,Cardiology,Acute Services,56,15,0,0,--,,,0,0,--,--,--,71,,
31-Mar-2014,Western,Gynaecology,Acute Services,255,220,182,35,--,,,0,0,--,--,--,692,,
31-Mar-2014,Western,GP Other,Acute Services,100,34,0,0,--,,,0,0,--,--,--,134,,
30-Jun-2014,Belfast,General Surgery,Acute Services,906,585,526,270,869,,,--,--,--,--,--,"3,156",,
30-Jun-2014,Belfast,Urology,Acute Services,699,311,298,146,903,,,--,--,--,--,--,"2,357",,
30-Jun-2014,Belfast,T & O Surgery,Acute Services,"1,279","2,546","2,249",873,625,,,--,--,--,--,--,"7,572",,
30-Jun-2014,Belfast,ENT,Acute Services,365,325,414,200,619,,,--,--,--,--,--,"1,923",,
30-Jun-2014,Belfast,Ophthalmology,Acute Services,831,704,678,151,172,,,--,--,--,--,--,"2,536",,
30-Jun-2014,Belfast,Oral Surgery,Acute Services,76,58,12,3,0,,,--,--,--,--,--,149,,
30-Jun-2014,Belfast,Restorative Dentistry,Acute Services,39,18,7,0,1,,,--,--,--,--,--,65,,
30-Jun-2014,Belfast,Paediatric Dentistry,Acute Services,65,16,2,0,0,,,--,--,--,--,--,83,,
30-Jun-2014,Belfast,Neurosurgery,Acute Services,70,52,27,9,28,,,--,--,--,--,--,186,,
30-Jun-2014,Belfast,Plastic Surgery,Acute Services,93,105,88,59,109,,,--,--,--,--,--,454,,
30-Jun-2014,Belfast,Cardiac Surgery,Acute Services,122,103,122,46,24,,,--,--,--,--,--,417,,
30-Jun-2014,Belfast,Paediatric Surgery,Acute Services,63,94,112,73,50,,,--,--,--,--,--,392,,
30-Jun-2014,Belfast,Thoracic Surgery,Acute Services,42,11,7,4,2,,,--,--,--,--,--,66,,
30-Jun-2014,Belfast,Pain Management,Acute Services,119,196,183,100,231,,,--,--,--,--,--,829,,
30-Jun-2014,Belfast,General Medicine,Acute Services,2,1,0,0,0,,,--,--,--,--,--,3,,
30-Jun-2014,Belfast,Gastroenterology,Acute Services,736,413,68,4,0,,,--,--,--,--,--,"1,221",,
30-Jun-2014,Belfast,Endocrinology,Acute Services,12,12,9,2,0,,,--,--,--,--,--,35,,
30-Jun-2014,Belfast,Cardiology,Acute Services,339,218,97,38,64,,,--,--,--,--,--,756,,
30-Jun-2014,Belfast,Dermatology,Acute Services,31,17,15,2,11,,,--,--,--,--,--,76,,
30-Jun-2014,Belfast,Thoracic Medicine,Acute Services,15,13,2,0,0,,,--,--,--,--,--,30,,
30-Jun-2014,Belfast,Nephrology,Acute Services,38,13,0,1,0,,,--,--,--,--,--,52,,
30-Jun-2014,Belfast,Neurology,Acute Services,85,2,1,0,0,,,--,--,--,--,--,88,,
30-Jun-2014,Belfast,Rheumatology,Acute Services,15,13,2,0,3,,,--,--,--,--,--,33,,
30-Jun-2014,Belfast,Paediatrics,Acute Services,41,69,31,0,4,,,--,--,--,--,--,145,,
30-Jun-2014,Belfast,Gynaecology,Acute Services,285,309,239,103,198,,,--,--,--,--,--,"1,134",,
30-Jun-2014,Belfast,GP Other,Acute Services,2,1,0,0,0,,,--,--,--,--,--,3,,
30-Jun-2014,Belfast,Mental Illness,Mental Health,1,1,0,0,0,,,--,--,--,--,--,2,,
30-Jun-2014,Belfast,Child & Adolescent Psychiatry,Mental Health,1,2,0,0,0,,,--,--,--,--,--,3,,
30-Jun-2014,Belfast,Radiology,Acute Services,22,4,3,0,0,,,--,--,--,--,--,29,,
30-Jun-2014,Northern,General Surgery,Acute Services,"1,087",444,184,78,32,,,--,--,--,--,--,"1,825",,
30-Jun-2014,Northern,Urology,Acute Services,316,255,169,45,114,,,--,--,--,--,--,899,,
30-Jun-2014,Northern,ENT,Acute Services,288,157,68,1,5,,,--,--,--,--,--,519,,
30-Jun-2014,Northern,Oral Surgery,Acute Services,4,1,6,3,1,,,--,--,--,--,--,15,,
30-Jun-2014,Northern,Pain Management,Acute Services,117,100,1,0,0,,,--,--,--,--,--,218,,
30-Jun-2014,Northern,General Medicine,Acute Services,4,3,0,0,0,,,--,--,--,--,--,7,,
30-Jun-2014,Northern,Gastroenterology,Acute Services,680,188,0,0,0,,,--,--,--,--,--,868,,
30-Jun-2014,Northern,Cardiology,Acute Services,111,77,2,0,0,,,--,--,--,--,--,190,,
30-Jun-2014,Northern,Dermatology,Acute Services,48,24,0,0,0,,,--,--,--,--,--,72,,
30-Jun-2014,Northern,Thoracic Medicine,Acute Services,12,0,0,0,0,,,--,--,--,--,--,12,,
30-Jun-2014,Northern,Gynaecology,Acute Services,425,247,214,77,49,,,--,--,--,--,--,"1,012",,
30-Jun-2014,Northern,GP Other,Acute Services,149,122,17,0,0,,,--,--,--,--,--,288,,
30-Jun-2014,South Eastern,General Surgery,Acute Services,723,332,185,52,39,,,--,--,--,--,--,"1,331",,
30-Jun-2014,South Eastern,Urology,Acute Services,350,165,108,53,100,,,--,--,--,--,--,776,,
30-Jun-2014,South Eastern,T & O Surgery,Acute Services,20,5,1,0,0,,,--,--,--,--,--,26,,
30-Jun-2014,South Eastern,ENT,Acute Services,122,109,12,0,0,,,--,--,--,--,--,243,,
30-Jun-2014,South Eastern,Ophthalmology,Acute Services,152,128,37,0,0,,,--,--,--,--,--,317,,
30-Jun-2014,South Eastern,Oral Surgery,Acute Services,77,34,13,7,5,,,--,--,--,--,--,136,,
30-Jun-2014,South Eastern,Plastic Surgery,Acute Services,245,120,71,28,56,,,--,--,--,--,--,520,,
30-Jun-2014,South Eastern,Paediatric Surgery,Acute Services,18,38,25,0,5,,,--,--,--,--,--,86,,
30-Jun-2014,South Eastern,Pain Management,Acute Services,52,25,0,0,0,,,--,--,--,--,--,77,,
30-Jun-2014,South Eastern,General Medicine,Acute Services,463,172,45,2,0,,,--,--,--,--,--,682,,
30-Jun-2014,South Eastern,Gastroenterology,Acute Services,43,5,0,0,0,,,--,--,--,--,--,48,,
30-Jun-2014,South Eastern,Haematology (Clinical),Acute Services,9,0,0,0,0,,,--,--,--,--,--,9,,
30-Jun-2014,South Eastern,Cardiology,Acute Services,106,86,3,0,0,,,--,--,--,--,--,195,,
30-Jun-2014,South Eastern,Dermatology,Acute Services,102,16,0,0,0,,,--,--,--,--,--,118,,
30-Jun-2014,South Eastern,Nephrology,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,,
30-Jun-2014,South Eastern,Paediatrics,Acute Services,3,1,0,0,0,,,--,--,--,--,--,4,,
30-Jun-2014,South Eastern,Geriatric Medicine,Elderly Care,23,0,0,0,0,,,--,--,--,--,--,23,,
30-Jun-2014,South Eastern,Gynaecology,Acute Services,216,122,123,23,22,,,--,--,--,--,--,506,,
30-Jun-2014,South Eastern,Clinical Oncology,Acute Services,8,0,0,0,0,,,--,--,--,--,--,8,,
30-Jun-2014,Southern,General Surgery,Acute Services,"1,106",632,353,111,41,,,--,--,--,--,--,"2,243",,
30-Jun-2014,Southern,Urology,Acute Services,305,220,169,83,346,,,--,--,--,--,--,"1,123",,
30-Jun-2014,Southern,T & O Surgery,Acute Services,297,217,224,101,71,,,--,--,--,--,--,910,,
30-Jun-2014,Southern,ENT,Acute Services,316,242,82,1,0,,,--,--,--,--,--,641,,
30-Jun-2014,Southern,Ophthalmology,Acute Services,88,72,56,2,0,,,--,--,--,--,--,218,,
30-Jun-2014,Southern,Oral Surgery,Acute Services,20,19,13,0,3,,,--,--,--,--,--,55,,
30-Jun-2014,Southern,Pain Management,Acute Services,71,115,106,68,1,,,--,--,--,--,--,361,,
30-Jun-2014,Southern,General Medicine,Acute Services,7,3,0,0,0,,,--,--,--,--,--,10,,
30-Jun-2014,Southern,Gastroenterology,Acute Services,268,155,17,0,0,,,--,--,--,--,--,440,,
30-Jun-2014,Southern,Haematology (Clinical),Acute Services,21,0,0,0,0,,,--,--,--,--,--,21,,
30-Jun-2014,Southern,Cardiology,Acute Services,237,53,0,0,0,,,--,--,--,--,--,290,,
30-Jun-2014,Southern,Dermatology,Acute Services,109,71,0,0,0,,,--,--,--,--,--,180,,
30-Jun-2014,Southern,Thoracic Medicine,Acute Services,9,0,0,0,0,,,--,--,--,--,--,9,,
30-Jun-2014,Southern,Medical Oncology,Acute Services,2,0,0,0,0,,,--,--,--,--,--,2,,
30-Jun-2014,Southern,Neurology,Acute Services,0,1,0,0,0,,,--,--,--,--,--,1,,
30-Jun-2014,Southern,Rheumatology,Acute Services,116,107,64,4,0,,,--,--,--,--,--,291,,
30-Jun-2014,Southern,Gynaecology,Acute Services,283,199,65,10,1,,,--,--,--,--,--,558,,
30-Jun-2014,Southern,GP Other,Acute Services,82,32,5,0,0,,,--,--,--,--,--,119,,
30-Jun-2014,Southern,Clinical Oncology,Acute Services,22,2,0,0,0,,,--,--,--,--,--,24,,
30-Jun-2014,Southern,Other,Acute Services,149,107,13,0,0,,,--,--,--,--,--,269,,
30-Jun-2014,Western,General Surgery,Acute Services,691,468,441,152,252,,,--,--,--,--,--,"2,004",,
30-Jun-2014,Western,Urology,Acute Services,223,62,0,0,0,,,--,--,--,--,--,285,,
30-Jun-2014,Western,T & O Surgery,Acute Services,345,437,365,188,378,,,--,--,--,--,--,"1,713",,
30-Jun-2014,Western,ENT,Acute Services,292,179,158,36,42,,,--,--,--,--,--,707,,
30-Jun-2014,Western,Ophthalmology,Acute Services,463,276,74,0,0,,,--,--,--,--,--,813,,
30-Jun-2014,Western,Oral Surgery,Acute Services,93,34,14,3,3,,,--,--,--,--,--,147,,
30-Jun-2014,Western,Pain Management,Acute Services,89,119,58,0,0,,,--,--,--,--,--,266,,
30-Jun-2014,Western,General Medicine,Acute Services,738,152,2,0,0,,,--,--,--,--,--,892,,
30-Jun-2014,Western,Cardiology,Acute Services,72,27,0,0,0,,,--,--,--,--,--,99,,
30-Jun-2014,Western,Gynaecology,Acute Services,299,197,134,38,6,,,--,--,--,--,--,674,,
30-Jun-2014,Western,GP Other,Acute Services,114,25,0,0,0,,,--,--,--,--,--,139,,
30-Sep-2014,Belfast,Cardiac Surgery,Acute Services,119,85,117,46,51,,,--,--,--,--,--,418,,
30-Sep-2014,Belfast,Cardiology,Acute Services,300,216,155,34,91,,,--,--,--,--,--,796, ,
30-Sep-2014,Belfast,Dermatology,Acute Services,18,20,25,2,8,,,--,--,--,--,--,73,,
30-Sep-2014,Belfast,Endocrinology,Acute Services,13,9,4,3,6,,,--,--,--,--,--,35,,
30-Sep-2014,Belfast,ENT,Acute Services,286,352,392,175,577,,,--,--,--,--,--,"1,782",,
30-Sep-2014,Belfast,Forensic Psychiatry,Mental Health,1,2,0,0,0,,,--,--,--,--,--,3,,
30-Sep-2014,Belfast,Gastroenterology,Acute Services,719,496,351,40,1,,,--,--,--,--,--,"1,607",,
30-Sep-2014,Belfast,General Medicine,Acute Services,6,2,1,0,0,,,--,--,--,--,--,9,,
30-Sep-2014,Belfast,General Surgery,Acute Services,778,684,644,253,"1,047",,,--,--,--,--,--,"3,406",,
30-Sep-2014,Belfast,GP Other,Acute Services,6,0,1,0,0,,,--,--,--,--,--,7,,
30-Sep-2014,Belfast,Gynaecology,Acute Services,314,231,246,128,218,,,--,--,--,--,--,"1,137",,
30-Sep-2014,Belfast,Nephrology,Acute Services,47,4,0,2,0,,,--,--,--,--,--,53,,
30-Sep-2014,Belfast,Neurology,Acute Services,61,17,0,0,0,,,--,--,--,--,--,78,,
30-Sep-2014,Belfast,Neurosurgery,Acute Services,94,46,29,9,30,,,--,--,--,--,--,208,,
30-Sep-2014,Belfast,Ophthalmology,Acute Services,808,847,653,194,277,,,--,--,--,--,--,"2,779",,
30-Sep-2014,Belfast,Oral Surgery,Acute Services,106,81,40,8,3,,,--,--,--,--,--,238,,
30-Sep-2014,Belfast,Paediatric Dentistry,Acute Services,48,53,5,1,0,,,--,--,--,--,--,107,,
30-Sep-2014,Belfast,Paediatric Surgery,Acute Services,34,57,83,49,106,,,--,--,--,--,--,329,,
30-Sep-2014,Belfast,Paediatrics,Acute Services,27,43,53,7,0,,,--,--,--,--,--,130,,
30-Sep-2014,Belfast,Pain Management,Acute Services,133,226,233,116,255,,,--,--,--,--,--,963,,
30-Sep-2014,Belfast,Plastic Surgery,Acute Services,78,79,118,51,129,,,--,--,--,--,--,455,,
30-Sep-2014,Belfast,Radiology,Acute Services,21,5,7,0,0,,,--,--,--,--,--,33,,
30-Sep-2014,Belfast,Restorative Dentistry,Acute Services,35,13,14,2,4,,,--,--,--,--,--,68,,
30-Sep-2014,Belfast,Rheumatology,Acute Services,11,12,9,8,5,,,--,--,--,--,--,45,,
30-Sep-2014,Belfast,T & O Surgery,Acute Services,773,"2,109","2,487","1,029",938,,,--,--,--,--,--,"7,336",,
30-Sep-2014,Belfast,Thoracic Medicine,Acute Services,7,6,18,5,0,,,--,--,--,--,--,36,,
30-Sep-2014,Belfast,Thoracic Surgery,Acute Services,36,15,16,5,7,,,--,--,--,--,--,79,,
30-Sep-2014,Belfast,Urology,Acute Services,639,245,257,126,"1,012",,,--,--,--,--,--,"2,279",,
30-Sep-2014,Northern,Cardiology,Acute Services,112,93,1,0,0,,,--,--,--,--,--,206,,
30-Sep-2014,Northern,Dermatology,Acute Services,72,16,0,0,0,,,--,--,--,--,--,88,,
30-Sep-2014,Northern,ENT,Acute Services,257,145,63,4,0,,,--,--,--,--,--,469,,
30-Sep-2014,Northern,Gastroenterology,Acute Services,750,336,0,0,0,,,--,--,--,--,--,"1,086",,
30-Sep-2014,Northern,General Medicine,Acute Services,1,3,0,0,0,,,--,--,--,--,--,4,,
30-Sep-2014,Northern,General Surgery,Acute Services,"1,106",416,214,56,69,,,--,--,--,--,--,"1,861",,
