Quarter Ending ,HSC Trust,Specialty,Programme of Care,0 - 6 weeks,> 6 - 9 weeks,> 9 - 13 weeks,> 9 - 12 weeks,> 12-15 weeks,> 15-18 weeks,>18-26 weeks,>26-39 weeks,>39-52 weeks,>52-65 weeks,>65-78 weeks,>78-91 weeks,>91-104 weeks,>104 weeks,>18 weeks,>18-52 weeks,> 13 - 26 weeks,>52 weeks,> 26 weeks,Total Waiting 
31-Dec-2013,Southern,Gastroenterology,Acute Services,255,106,--,22,3,0,--,--,--,--,--,--,--,--,3,--,--,--,--,389
31-Dec-2013,Southern,Endocrinology,Acute Services,125,41,--,17,0,0,--,--,--,--,--,--,--,--,1,--,--,--,--,184
31-Dec-2013,Southern,Haematology (Clinical),Acute Services,65,16,--,4,2,0,--,--,--,--,--,--,--,--,0,--,--,--,--,87
31-Dec-2013,Southern,Palliative Medicine,Acute Services,11,2,--,0,1,0,--,--,--,--,--,--,--,--,0,--,--,--,--,14
31-Dec-2013,Southern,Cardiology,Acute Services,608,252,--,27,1,0,--,--,--,--,--,--,--,--,3,--,--,--,--,891
31-Dec-2013,Southern,Dermatology,Acute Services,747,297,--,238,226,200,--,--,--,--,--,--,--,--,1,--,--,--,--,"1,709"
31-Dec-2013,Southern,Thoracic Medicine,Acute Services,192,69,--,60,46,0,--,--,--,--,--,--,--,--,0,--,--,--,--,367
31-Dec-2013,Southern,Genito-Urinary Medicine,Acute Services,19,0,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,19
31-Dec-2013,Southern,Nephrology,Acute Services,31,3,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,34
31-Dec-2013,Southern,Medical Oncology,Acute Services,2,0,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,2
31-Dec-2013,Southern,Neurology,Acute Services,269,120,--,124,99,0,--,--,--,--,--,--,--,--,0,--,--,--,--,612
31-Dec-2013,Southern,Rheumatology,Acute Services,222,57,--,57,26,0,--,--,--,--,--,--,--,--,0,--,--,--,--,362
31-Dec-2013,Southern,Paediatrics,Acute Services,544,170,--,54,19,6,--,--,--,--,--,--,--,--,30,--,--,--,--,823
31-Dec-2013,Southern,Geriatric Medicine,Elderly Care,62,9,--,2,2,6,--,--,--,--,--,--,--,--,19,--,--,--,--,100
31-Dec-2013,Southern,Gynaecology,Acute Services,952,340,--,102,16,0,--,--,--,--,--,--,--,--,0,--,--,--,--,"1,410"
31-Dec-2013,Southern,Learning Disability,Learning Disability,9,2,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,11
31-Dec-2013,Southern,Old Age Psychiatry,Elderly Care,106,43,--,9,2,0,--,--,--,--,--,--,--,--,0,--,--,--,--,160
31-Dec-2013,Southern,Chemical Pathology,Acute Services,22,0,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,22
31-Dec-2013,Western,General Surgery,Acute Services,"1,147",401,--,441,309,125,--,--,--,--,--,--,--,--,54,--,--,--,--,"2,477"
31-Dec-2013,Western,Urology,Acute Services,254,55,--,2,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,311
31-Dec-2013,Western,T & O Surgery,Acute Services,953,266,--,175,71,21,--,--,--,--,--,--,--,--,77,--,--,--,--,"1,563"
31-Dec-2013,Western,ENT,Acute Services,835,212,--,1,1,0,--,--,--,--,--,--,--,--,0,--,--,--,--,"1,049"
31-Dec-2013,Western,Ophthalmology,Acute Services,818,265,--,59,14,0,--,--,--,--,--,--,--,--,0,--,--,--,--,"1,156"
31-Dec-2013,Western,Oral Surgery,Acute Services,433,203,--,166,113,101,--,--,--,--,--,--,--,--,136,--,--,--,--,"1,152"
31-Dec-2013,Western,Orthodontics,Acute Services,52,8,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,60
31-Dec-2013,Western,Pain Management,Acute Services,114,56,--,61,75,31,--,--,--,--,--,--,--,--,8,--,--,--,--,345
31-Dec-2013,Western,General Medicine,Acute Services,751,235,--,174,118,113,--,--,--,--,--,--,--,--,77,--,--,--,--,"1,468"
31-Dec-2013,Western,Haematology (Clinical),Acute Services,24,3,--,2,1,1,--,--,--,--,--,--,--,--,0,--,--,--,--,31
31-Dec-2013,Western,Palliative Medicine,Acute Services,9,0,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,9
31-Dec-2013,Western,Cardiology,Acute Services,228,37,--,2,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,267
31-Dec-2013,Western,Dermatology,Acute Services,629,118,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,747
31-Dec-2013,Western,Genito-Urinary Medicine,Acute Services,22,0,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,22
31-Dec-2013,Western,Nephrology,Acute Services,58,6,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,64
31-Dec-2013,Western,Neurology,Acute Services,282,131,--,144,102,72,--,--,--,--,--,--,--,--,2,--,--,--,--,733
31-Dec-2013,Western,Rheumatology,Acute Services,247,91,--,66,63,30,--,--,--,--,--,--,--,--,17,--,--,--,--,514
31-Dec-2013,Western,Paediatrics,Acute Services,333,115,--,77,59,16,--,--,--,--,--,--,--,--,5,--,--,--,--,605
31-Dec-2013,Western,Geriatric Medicine,Elderly Care,52,12,--,8,2,1,--,--,--,--,--,--,--,--,0,--,--,--,--,75
31-Dec-2013,Western,Gynaecology,Acute Services,766,245,--,148,55,14,--,--,--,--,--,--,--,--,1,--,--,--,--,"1,229"
31-Dec-2013,Western,Learning Disability,Learning Disability,11,6,--,0,2,1,--,--,--,--,--,--,--,--,0,--,--,--,--,20
31-Dec-2013,Western,Chemical Pathology,Acute Services,24,2,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,26
31-Mar-2014,Belfast,General Surgery,Acute Services,"2,197",696,--,461,322,430,--,--,--,--,--,--,--,--,"1,752",--,--,--,--,"5,858"
31-Mar-2014,Belfast,Urology,Acute Services,594,265,--,251,149,165,--,--,--,--,--,--,--,--,729,--,--,--,--,"2,153"
31-Mar-2014,Belfast,T & O Surgery,Acute Services,"4,121","2,786",--,"1,727","1,102",560,--,--,--,--,--,--,--,--,60,--,--,--,--,"10,356"
31-Mar-2014,Belfast,ENT,Acute Services,"1,581",630,--,507,313,422,--,--,--,--,--,--,--,--,740,--,--,--,--,"4,193"
31-Mar-2014,Belfast,Ophthalmology,Acute Services,"2,276",768,--,554,371,482,--,--,--,--,--,--,--,--,"2,361",--,--,--,--,"6,812"
31-Mar-2014,Belfast,Oral Surgery,Acute Services,315,55,--,23,8,19,--,--,--,--,--,--,--,--,83,--,--,--,--,503
31-Mar-2014,Belfast,Restorative Dentistry,Acute Services,691,240,--,215,84,10,--,--,--,--,--,--,--,--,17,--,--,--,--,"1,257"
31-Mar-2014,Belfast,Paediatric Dentistry,Acute Services,139,35,--,25,16,28,--,--,--,--,--,--,--,--,89,--,--,--,--,332
31-Mar-2014,Belfast,Orthodontics,Acute Services,118,24,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,142
31-Mar-2014,Belfast,Neurosurgery,Acute Services,306,89,--,88,8,7,--,--,--,--,--,--,--,--,35,--,--,--,--,533
31-Mar-2014,Belfast,Plastic Surgery,Acute Services,91,40,--,28,18,15,--,--,--,--,--,--,--,--,5,--,--,--,--,197
31-Mar-2014,Belfast,Cardiac Surgery,Acute Services,58,3,--,0,0,1,--,--,--,--,--,--,--,--,2,--,--,--,--,64
31-Mar-2014,Belfast,Paediatric Surgery,Acute Services,308,136,--,139,41,0,--,--,--,--,--,--,--,--,0,--,--,--,--,624
31-Mar-2014,Belfast,Thoracic Surgery,Acute Services,54,21,--,9,3,3,--,--,--,--,--,--,--,--,7,--,--,--,--,97
31-Mar-2014,Belfast,Pain Management,Acute Services,252,121,--,43,3,3,--,--,--,--,--,--,--,--,15,--,--,--,--,437
31-Mar-2014,Belfast,General Medicine,Acute Services,440,150,--,103,59,87,--,--,--,--,--,--,--,--,79,--,--,--,--,918
31-Mar-2014,Belfast,Gastroenterology,Acute Services,806,307,--,248,100,146,--,--,--,--,--,--,--,--,"1,001",--,--,--,--,"2,608"
31-Mar-2014,Belfast,Endocrinology,Acute Services,344,147,--,52,23,19,--,--,--,--,--,--,--,--,5,--,--,--,--,590
31-Mar-2014,Belfast,Haematology (Clinical),Acute Services,166,9,--,0,1,2,--,--,--,--,--,--,--,--,6,--,--,--,--,184
31-Mar-2014,Belfast,Clinical Genetics,Acute Services,295,123,--,80,62,62,--,--,--,--,--,--,--,--,135,--,--,--,--,757
31-Mar-2014,Belfast,Rehabilitation,Acute Services,22,2,--,2,1,0,--,--,--,--,--,--,--,--,1,--,--,--,--,28
31-Mar-2014,Belfast,Palliative Medicine,Acute Services,13,0,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,13
31-Mar-2014,Belfast,Cardiology,Acute Services,"1,136",370,--,218,50,90,--,--,--,--,--,--,--,--,398,--,--,--,--,"2,262"
31-Mar-2014,Belfast,Dermatology,Acute Services,"1,096",186,--,13,2,0,--,--,--,--,--,--,--,--,0,--,--,--,--,"1,297"
31-Mar-2014,Belfast,Thoracic Medicine,Acute Services,494,156,--,143,97,108,--,--,--,--,--,--,--,--,520,--,--,--,--,"1,518"
31-Mar-2014,Belfast,Nephrology,Acute Services,134,39,--,18,11,1,--,--,--,--,--,--,--,--,1,--,--,--,--,204
31-Mar-2014,Belfast,Medical Oncology,Acute Services,40,0,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,40
31-Mar-2014,Belfast,Neurology,Acute Services,763,290,--,194,119,144,--,--,--,--,--,--,--,--,"1,040",--,--,--,--,"2,550"
31-Mar-2014,Belfast,Rheumatology,Acute Services,477,195,--,165,68,102,--,--,--,--,--,--,--,--,452,--,--,--,--,"1,459"
31-Mar-2014,Belfast,Paediatrics,Acute Services,"1,271",465,--,119,27,14,--,--,--,--,--,--,--,--,77,--,--,--,--,"1,973"
31-Mar-2014,Belfast,Paediatric Neurology,Acute Services,73,33,--,13,15,13,--,--,--,--,--,--,--,--,8,--,--,--,--,155
31-Mar-2014,Belfast,Geriatric Medicine,Elderly Care,209,56,--,38,29,18,--,--,--,--,--,--,--,--,73,--,--,--,--,423
31-Mar-2014,Belfast,Dental Medicine Specialties,Acute Services,291,121,--,67,26,0,--,--,--,--,--,--,--,--,0,--,--,--,--,505
31-Mar-2014,Belfast,Gynaecology,Acute Services,"1,837",492,--,205,74,59,--,--,--,--,--,--,--,--,21,--,--,--,--,"2,688"
31-Mar-2014,Belfast,Learning Disability,Learning Disability,29,8,--,1,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,38
31-Mar-2014,Belfast,Old Age Psychiatry,Elderly Care,172,47,--,4,0,4,--,--,--,--,--,--,--,--,2,--,--,--,--,229
31-Mar-2014,Belfast,Clinical Oncology,Acute Services,202,3,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,205
31-Mar-2014,Belfast,Chemical Pathology,Acute Services,0,0,--,1,1,1,--,--,--,--,--,--,--,--,1,--,--,--,--,4
31-Mar-2014,Belfast,Joint Consultant Clinics,Acute Services,0,0,--,1,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,1
31-Mar-2014,Northern,General Surgery,Acute Services,"1,824",569,--,515,295,260,--,--,--,--,--,--,--,--,204,--,--,--,--,"3,667"
31-Mar-2014,Northern,Urology,Acute Services,304,133,--,63,48,82,--,--,--,--,--,--,--,--,261,--,--,--,--,891
31-Mar-2014,Northern,ENT,Acute Services,"1,345",553,--,422,292,431,--,--,--,--,--,--,--,--,448,--,--,--,--,"3,491"
31-Mar-2014,Northern,Oral Surgery,Acute Services,162,64,--,34,12,50,--,--,--,--,--,--,--,--,133,--,--,--,--,455
31-Mar-2014,Northern,Orthodontics,Acute Services,71,31,--,13,13,2,--,--,--,--,--,--,--,--,0,--,--,--,--,130
31-Mar-2014,Northern,Pain Management,Acute Services,250,97,--,102,67,48,--,--,--,--,--,--,--,--,29,--,--,--,--,593
31-Mar-2014,Northern,General Medicine,Acute Services,253,76,--,47,42,31,--,--,--,--,--,--,--,--,102,--,--,--,--,551
31-Mar-2014,Northern,Gastroenterology,Acute Services,731,255,--,212,172,193,--,--,--,--,--,--,--,--,529,--,--,--,--,"2,092"
31-Mar-2014,Northern,Haematology (Clinical),Acute Services,72,6,--,1,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,79
31-Mar-2014,Northern,Cardiology,Acute Services,671,188,--,99,41,0,--,--,--,--,--,--,--,--,0,--,--,--,--,999
31-Mar-2014,Northern,Dermatology,Acute Services,808,158,--,99,10,0,--,--,--,--,--,--,--,--,0,--,--,--,--,"1,075"
31-Mar-2014,Northern,Thoracic Medicine,Acute Services,360,112,--,20,6,0,--,--,--,--,--,--,--,--,0,--,--,--,--,498
31-Mar-2014,Northern,Nephrology,Acute Services,68,2,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,70
31-Mar-2014,Northern,Neurology,Acute Services,157,52,--,47,39,48,--,--,--,--,--,--,--,--,95,--,--,--,--,438
31-Mar-2014,Northern,Rheumatology,Acute Services,371,151,--,147,37,35,--,--,--,--,--,--,--,--,10,--,--,--,--,751
31-Mar-2014,Northern,Paediatrics,Acute Services,704,146,--,3,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,853
31-Mar-2014,Northern,Geriatric Medicine,Elderly Care,100,18,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,118
31-Mar-2014,Northern,Gynaecology,Acute Services,"1,320",554,--,386,182,91,--,--,--,--,--,--,--,--,158,--,--,--,--,"2,691"
31-Mar-2014,Northern,Chemical Pathology,Acute Services,44,8,--,2,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,54
31-Mar-2014,Northern,Joint Consultant Clinics,Acute Services,19,2,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,21
31-Mar-2014,South Eastern,General Surgery,Acute Services,"1,263",256,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,"1,519"
31-Mar-2014,South Eastern,Urology,Acute Services,417,154,--,130,70,112,--,--,--,--,--,--,--,--,134,--,--,--,--,"1,017"
31-Mar-2014,South Eastern,T & O Surgery,Acute Services,206,0,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,206
31-Mar-2014,South Eastern,ENT,Acute Services,"1,622",669,--,456,45,11,--,--,--,--,--,--,--,--,17,--,--,--,--,"2,820"
31-Mar-2014,South Eastern,Ophthalmology,Acute Services,729,330,--,219,138,184,--,--,--,--,--,--,--,--,349,--,--,--,--,"1,949"
31-Mar-2014,South Eastern,Oral Surgery,Acute Services,446,176,--,153,30,2,--,--,--,--,--,--,--,--,3,--,--,--,--,810
31-Mar-2014,South Eastern,Plastic Surgery,Acute Services,661,106,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,767
31-Mar-2014,South Eastern,Paediatric Surgery,Acute Services,135,1,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,136
31-Mar-2014,South Eastern,Pain Management,Acute Services,264,70,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,334
31-Mar-2014,South Eastern,General Medicine,Acute Services,790,141,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,931
31-Mar-2014,South Eastern,Gastroenterology,Acute Services,49,24,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,73
31-Mar-2014,South Eastern,Endocrinology,Acute Services,38,4,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,42
31-Mar-2014,South Eastern,Haematology (Clinical),Acute Services,75,24,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,99
31-Mar-2014,South Eastern,Palliative Medicine,Acute Services,2,0,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,2
31-Mar-2014,South Eastern,Cardiology,Acute Services,584,184,--,171,61,0,--,--,--,--,--,--,--,--,0,--,--,--,--,"1,000"
31-Mar-2014,South Eastern,Dermatology,Acute Services,873,253,--,138,26,0,--,--,--,--,--,--,--,--,0,--,--,--,--,"1,290"
31-Mar-2014,South Eastern,Thoracic Medicine,Acute Services,289,93,--,84,30,0,--,--,--,--,--,--,--,--,0,--,--,--,--,496
31-Mar-2014,South Eastern,Nephrology,Acute Services,54,14,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,68
31-Mar-2014,South Eastern,Neurology,Acute Services,288,116,--,94,44,0,--,--,--,--,--,--,--,--,0,--,--,--,--,542
31-Mar-2014,South Eastern,Rheumatology,Acute Services,417,178,--,121,40,29,--,--,--,--,--,--,--,--,1,--,--,--,--,786
31-Mar-2014,South Eastern,Paediatrics,Acute Services,358,159,--,125,77,36,--,--,--,--,--,--,--,--,2,--,--,--,--,757
31-Mar-2014,South Eastern,Geriatric Medicine,Elderly Care,182,27,--,5,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,214
31-Mar-2014,South Eastern,Gynaecology,Acute Services,"1,308",496,--,359,112,2,--,--,--,--,--,--,--,--,1,--,--,--,--,"2,278"
31-Mar-2014,South Eastern,Old Age Psychiatry,Elderly Care,187,61,--,13,6,0,--,--,--,--,--,--,--,--,0,--,--,--,--,267
31-Mar-2014,Southern,General Surgery,Acute Services,"1,998",773,--,337,59,1,--,--,--,--,--,--,--,--,0,--,--,--,--,"3,168"
31-Mar-2014,Southern,Urology,Acute Services,501,156,--,159,123,125,--,--,--,--,--,--,--,--,115,--,--,--,--,"1,179"
31-Mar-2014,Southern,T & O Surgery,Acute Services,501,119,--,55,3,0,--,--,--,--,--,--,--,--,0,--,--,--,--,678
31-Mar-2014,Southern,ENT,Acute Services,"1,576",675,--,515,124,0,--,--,--,--,--,--,--,--,0,--,--,--,--,"2,890"
31-Mar-2014,Southern,Ophthalmology,Acute Services,832,347,--,303,197,188,--,--,--,--,--,--,--,--,255,--,--,--,--,"2,122"
31-Mar-2014,Southern,Oral Surgery,Acute Services,182,91,--,74,54,78,--,--,--,--,--,--,--,--,214,--,--,--,--,693
31-Mar-2014,Southern,Paediatric Dentistry,Acute Services,6,1,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,7
31-Mar-2014,Southern,Orthodontics,Acute Services,22,0,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,22
31-Mar-2014,Southern,Accident & Emergency,Acute Services,3,0,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,3
31-Mar-2014,Southern,Anaesthetics,Acute Services,1,0,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,1
31-Mar-2014,Southern,Pain Management,Acute Services,268,124,--,77,0,0,--,--,--,--,--,--,--,--,2,--,--,--,--,471
31-Mar-2014,Southern,General Medicine,Acute Services,175,58,--,29,17,0,--,--,--,--,--,--,--,--,0,--,--,--,--,279
31-Mar-2014,Southern,Gastroenterology,Acute Services,261,96,--,62,28,0,--,--,--,--,--,--,--,--,0,--,--,--,--,447
31-Mar-2014,Southern,Endocrinology,Acute Services,173,49,--,5,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,227
31-Mar-2014,Southern,Haematology (Clinical),Acute Services,60,3,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,63
31-Mar-2014,Southern,Palliative Medicine,Acute Services,19,1,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,20
31-Mar-2014,Southern,Cardiology,Acute Services,713,214,--,179,85,5,--,--,--,--,--,--,--,--,28,--,--,--,--,"1,224"
31-Mar-2014,Southern,Dermatology,Acute Services,950,315,--,249,141,50,--,--,--,--,--,--,--,--,2,--,--,--,--,"1,707"
31-Mar-2014,Southern,Thoracic Medicine,Acute Services,197,92,--,68,26,0,--,--,--,--,--,--,--,--,0,--,--,--,--,383
31-Mar-2014,Southern,Genito-Urinary Medicine,Acute Services,29,0,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,29
31-Mar-2014,Southern,Nephrology,Acute Services,18,5,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,23
31-Mar-2014,Southern,Medical Oncology,Acute Services,1,0,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,1
31-Mar-2014,Southern,Neurology,Acute Services,315,146,--,153,88,102,--,--,--,--,--,--,--,--,5,--,--,--,--,809
31-Mar-2014,Southern,Rheumatology,Acute Services,271,93,--,62,15,0,--,--,--,--,--,--,--,--,0,--,--,--,--,441
31-Mar-2014,Southern,Paediatrics,Acute Services,639,235,--,10,3,1,--,--,--,--,--,--,--,--,1,--,--,--,--,889
31-Mar-2014,Southern,Geriatric Medicine,Elderly Care,78,2,--,3,4,7,--,--,--,--,--,--,--,--,25,--,--,--,--,119
31-Mar-2014,Southern,Gynaecology,Acute Services,"1,109",370,--,55,1,0,--,--,--,--,--,--,--,--,1,--,--,--,--,"1,536"
31-Mar-2014,Southern,Learning Disability,Learning Disability,7,1,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,8
31-Mar-2014,Southern,Old Age Psychiatry,Elderly Care,52,17,--,1,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,70
31-Mar-2014,Southern,Chemical Pathology,Acute Services,22,4,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,26
31-Mar-2014,Western,General Surgery,Acute Services,"1,357",434,--,269,117,62,--,--,--,--,--,--,--,--,31,--,--,--,--,"2,270"
31-Mar-2014,Western,Urology,Acute Services,291,39,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,330
31-Mar-2014,Western,T & O Surgery,Acute Services,"1,181",288,--,109,20,14,--,--,--,--,--,--,--,--,60,--,--,--,--,"1,672"
31-Mar-2014,Western,ENT,Acute Services,"1,106",308,--,20,13,13,--,--,--,--,--,--,--,--,0,--,--,--,--,"1,460"
31-Mar-2014,Western,Ophthalmology,Acute Services,966,242,--,83,30,12,--,--,--,--,--,--,--,--,1,--,--,--,--,"1,334"
31-Mar-2014,Western,Oral Surgery,Acute Services,476,230,--,256,156,190,--,--,--,--,--,--,--,--,329,--,--,--,--,"1,637"
31-Mar-2014,Western,Orthodontics,Acute Services,65,8,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,73
31-Mar-2014,Western,Pain Management,Acute Services,151,74,--,62,50,17,--,--,--,--,--,--,--,--,10,--,--,--,--,364
31-Mar-2014,Western,General Medicine,Acute Services,881,312,--,231,54,81,--,--,--,--,--,--,--,--,5,--,--,--,--,"1,564"
31-Mar-2014,Western,Haematology (Clinical),Acute Services,23,4,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,27
31-Mar-2014,Western,Palliative Medicine,Acute Services,2,3,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,5
31-Mar-2014,Western,Cardiology,Acute Services,289,59,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,348
31-Mar-2014,Western,Dermatology,Acute Services,699,116,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,815
31-Mar-2014,Western,Genito-Urinary Medicine,Acute Services,11,0,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,11
31-Mar-2014,Western,Nephrology,Acute Services,48,12,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,60
31-Mar-2014,Western,Neurology,Acute Services,283,160,--,136,59,97,--,--,--,--,--,--,--,--,175,--,--,--,--,910
31-Mar-2014,Western,Rheumatology,Acute Services,311,100,--,42,10,4,--,--,--,--,--,--,--,--,4,--,--,--,--,471
31-Mar-2014,Western,Paediatrics,Acute Services,393,136,--,60,21,3,--,--,--,--,--,--,--,--,7,--,--,--,--,620
31-Mar-2014,Western,Geriatric Medicine,Elderly Care,75,9,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,84
31-Mar-2014,Western,Gynaecology,Acute Services,777,298,--,191,69,0,--,--,--,--,--,--,--,--,0,--,--,--,--,"1,335"
31-Mar-2014,Western,Learning Disability,Learning Disability,10,9,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,19
31-Mar-2014,Western,Chemical Pathology,Acute Services,19,5,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,24
30-Jun-2014,Belfast,General Surgery,Acute Services,"2,250",683,--,444,505,443,--,--,--,--,--,--,--,--,"2,556",--,--,--,--,"6,881"
30-Jun-2014,Belfast,Urology,Acute Services,666,218,--,174,198,190,--,--,--,--,--,--,--,--,"1,089",--,--,--,--,"2,535"
30-Jun-2014,Belfast,T & O Surgery,Acute Services,"4,392","1,582",--,"1,352","1,062",151,--,--,--,--,--,--,--,--,142,--,--,--,--,"8,681"
30-Jun-2014,Belfast,ENT,Acute Services,"1,483",554,--,474,532,456,--,--,--,--,--,--,--,--,"1,434",--,--,--,--,"4,933"
30-Jun-2014,Belfast,Ophthalmology,Acute Services,"2,577",719,--,597,727,812,--,--,--,--,--,--,--,--,"3,699",--,--,--,--,"9,131"
30-Jun-2014,Belfast,Oral Surgery,Acute Services,520,118,--,21,16,3,--,--,--,--,--,--,--,--,1,--,--,--,--,679
30-Jun-2014,Belfast,Restorative Dentistry,Acute Services,640,245,--,196,180,140,--,--,--,--,--,--,--,--,18,--,--,--,--,"1,419"
30-Jun-2014,Belfast,Paediatric Dentistry,Acute Services,137,35,--,16,17,31,--,--,--,--,--,--,--,--,108,--,--,--,--,344
30-Jun-2014,Belfast,Orthodontics,Acute Services,86,21,--,27,5,0,--,--,--,--,--,--,--,--,0,--,--,--,--,139
30-Jun-2014,Belfast,Neurosurgery,Acute Services,271,108,--,98,108,44,--,--,--,--,--,--,--,--,31,--,--,--,--,660
30-Jun-2014,Belfast,Plastic Surgery,Acute Services,86,27,--,18,29,6,--,--,--,--,--,--,--,--,2,--,--,--,--,168
30-Jun-2014,Belfast,Cardiac Surgery,Acute Services,36,1,--,1,0,1,--,--,--,--,--,--,--,--,0,--,--,--,--,39
30-Jun-2014,Belfast,Paediatric Surgery,Acute Services,297,143,--,115,90,2,--,--,--,--,--,--,--,--,1,--,--,--,--,648
30-Jun-2014,Belfast,Thoracic Surgery,Acute Services,71,20,--,4,7,11,--,--,--,--,--,--,--,--,19,--,--,--,--,132
30-Jun-2014,Belfast,Pain Management,Acute Services,239,114,--,67,19,9,--,--,--,--,--,--,--,--,9,--,--,--,--,457
30-Jun-2014,Belfast,General Medicine,Acute Services,527,196,--,122,120,91,--,--,--,--,--,--,--,--,204,--,--,--,--,"1,260"
30-Jun-2014,Belfast,Gastroenterology,Acute Services,895,294,--,213,204,228,--,--,--,--,--,--,--,--,"1,162",--,--,--,--,"2,996"
30-Jun-2014,Belfast,Endocrinology,Acute Services,347,99,--,42,69,47,--,--,--,--,--,--,--,--,53,--,--,--,--,657
30-Jun-2014,Belfast,Haematology (Clinical),Acute Services,185,7,--,0,1,0,--,--,--,--,--,--,--,--,1,--,--,--,--,194
